[19:53:43][pdx_parser_helpers.h:34]: Error: "Unexpected token: disabled_hints, near line: 193
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1042
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1043: owns: target: Value '533' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1043
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1044: owns: target: Value '530' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1044
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1045: owns: target: Value '529' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1045
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1046: owns: target: Value '516' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1046
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1047: owns: target: Value '453' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1047
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1048: owns: target: Value '445' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1048
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1049: owns: target: Value '248' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1049
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1050: owns: target: Value '245' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1050
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1051: owns: target: Value '246' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1051
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1052: owns: target: Value '243' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1052
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1053: owns: target: Value '235' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1053
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1054: owns: target: Value '242' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1054
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1055: owns: target: Value '240' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1055
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1056: owns: target: Value '1453' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1056
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1057: owns: target: Value '345' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1057
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1058: owns: target: Value '346' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1058
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1059: owns: target: Value '347' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1059
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1060: owns: target: Value '350' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1060
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1061: owns: target: Value '349' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1061
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1062: owns: target: Value '297' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1062
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1063: owns: target: Value '270' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1063
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1064: owns: target: Value '1774' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1064
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1065: owns: target: Value '354' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1065
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1066: owns: target: Value '357' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1066
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1067: owns: target: Value '362' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1067
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1238: owns: target: Value '436' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1238
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1273: owns: target: Value '4799' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1273
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1484: owns: target: Value '4440' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1484
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1485: owns: target: Value '918' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1485
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1486: owns: target: Value '500' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1486
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1487: owns: target: Value '416' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1487
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1518: owns: target: Value '743' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1518
[19:56:09][jomini_script_object.cpp:35]:  file: common/achievements/main.txt line: 1553: owns: target: Value '1453' is invalid: 'scope type none, expected province' or 'not valid province id'
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'owns' returned false at  file: common/achievements/main.txt line: 1553
[19:56:09][jomini_script_system.cpp:169]: Script system error!
  Error: is_in_area trigger [ Invalid area name corsica_area ]
  Script location: file: common/script_values/00_event_values.txt line: 494
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'is_in_area' returned false at  file: common/script_values/00_event_values.txt line: 494
[19:56:09][jomini_script_system.cpp:169]: Script system error!
  Error: is_in_area trigger [ Invalid area name balearides_area ]
  Script location: file: common/script_values/00_event_values.txt line: 944
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'is_in_area' returned false at  file: common/script_values/00_event_values.txt line: 944
[19:56:09][jomini_script_system.cpp:169]: Script system error!
  Error: is_in_area trigger [ Invalid area name balearides_area ]
  Script location: file: common/script_values/00_event_values.txt line: 960
[19:56:09][jomini_trigger.cpp:202]: PostValidate of trigger 'is_in_area' returned false at  file: common/script_values/00_event_values.txt line: 960
